name,description,category,price_pence
Dove Original Beauty Bar 4 pack,Dove Original Beauty Bar 4 pack is a easy repeat buy personal care product well suited to home hygiene routines with simple home handling shown at £6.59,Health & Beauty,659
Felix Goody Bag Cat Treats 60g,Felix Goody Bag Cat Treats 60g is a steady value pet care line a strong pick for fussy eater support with consistent in home results set at £20.16,Pets,2016
Ecover Laundry Liquid Non Bio 1.43L,Ecover Laundry Liquid Non Bio 1.43L is a balanced profile household cleaner or utility item commonly used in kitchen clean downs with familiar shopper confidence ticketed at £15.38,Household & Cleaning,1538
Tesco Sea Salt 750g,Tesco Sea Salt 750g is a trusted quality pantry line commonly used in family meals with good value balance currently at £4.59,Groceries & Essentials,459
M&S Scottish Salmon Fillets 2 pack,M&S Scottish Salmon Fillets 2 pack is a dependable household fit fresh selection built around fresh snacking with easy shelf or fridge placement offered at £9.71,Fresh Food,971
Morrisons Bakery Cinnamon Swirls 4 pack,Morrisons Bakery Cinnamon Swirls 4 pack is a consistent results bakery option a practical choice for grab and go bites with repeat buy reliability at £7.03,Bakery,703
Chicago Town Deep Dish Pepperoni 2 pack,Chicago Town Deep Dish Pepperoni 2 pack is a well matched portioning frozen choice especially handy for quick comfort food with steady everyday performance coming in at £2.29,Frozen Food,229
Galaxy Smooth Milk 135g,Galaxy Smooth Milk 135g is a trusted quality snack item often selected for movie nights with straightforward prep shown at £4.83,Treats & Snacks,483
Ella Kitchen The Red One Smoothie 90g,Ella Kitchen The Red One Smoothie 90g is a dependable household fit baby and toddler product reliable across travel kits with clear usage expectations set at £7.82,Baby & Toddler,782
Gillette Series Shave Gel Sensitive 200ml,Gillette Series Shave Gel Sensitive 200ml is a consistent results personal care product easy to use in travel wash bag with good value balance ticketed at £13.65,Health & Beauty,1365
Petface Cat Toy Ball Set 4 pack,Petface Cat Toy Ball Set 4 pack is a well matched portioning pet care line designed for training sessions with easy shelf or fridge placement priced at £4.31,Pets,431
Spontex Non Scratch Sponges 6 pack,Spontex Non Scratch Sponges 6 pack is a trusted quality household cleaner or utility item good for routine housework with repeat buy reliability valued at £8.29,Household & Cleaning,829
Tesco Sea Salt 750g,Tesco Sea Salt 750g is a smart store cupboard choice pantry line good for lunch prep with consistent in home results at £6.39,Groceries & Essentials,639
ASDA Mixed Peppers 3 pack,ASDA Mixed Peppers 3 pack is a solid family option fresh selection ideal for lunchbox planning with familiar shopper confidence coming in at £5.61,Fresh Food,561
Morrisons Bakery Cinnamon Swirls 4 pack,Morrisons Bakery Cinnamon Swirls 4 pack is a good kitchen performance bakery option well suited to burger nights with useful household fit shown at £6.23,Bakery,623
Birds Eye Garden Peas 900g,Birds Eye Garden Peas 900g is a practical everyday use frozen choice a strong pick for portion controlled prep with a practical pack size set at £8.56,Frozen Food,856
Pringles Original 185g,Pringles Original 185g is a smart store cupboard choice snack item commonly used in sweet and savoury breaks with dependable storage life ticketed at £3.58,Treats & Snacks,358
Ella Kitchen Strawberries Apples Pouch 120g,Ella Kitchen Strawberries Apples Pouch 120g is a solid family option baby and toddler product built around nappy changes with simple home handling priced at £9.87,Baby & Toddler,987
Pantene Repair and Protect Conditioner 400ml,Pantene Repair and Protect Conditioner 400ml is a good kitchen performance personal care product a practical choice for before work prep with consistent in home results valued at £8.98,Health & Beauty,898
Sheba Fine Flakes Poultry 12 pack,Sheba Fine Flakes Poultry 12 pack is a practical everyday use pet care line especially handy for active pet days with familiar shopper confidence marked at £4.11,Pets,411
Dettol Antibacterial Surface Spray 750ml,Dettol Antibacterial Surface Spray 750ml is a smart store cupboard choice household cleaner or utility item often selected for family home upkeep with useful household fit listed at £4.79,Household & Cleaning,479
Tesco Sea Salt 750g,Tesco Sea Salt 750g is a balanced profile pantry line often selected for value focused shops with easy shelf or fridge placement shown at £3.05,Groceries & Essentials,305
Alpro Oat Drink 1L,Alpro Oat Drink 1L is a reliable format fresh selection reliable across salad bowls with repeat buy reliability set at £10.67,Fresh Food,1067
Warburtons Wholemeal Bread 800g,Warburtons Wholemeal Bread 800g is a easy repeat buy bakery option easy to use in afternoon snacks with steady everyday performance ticketed at £3.55,Bakery,355
Birds Eye Garden Peas 900g,Birds Eye Garden Peas 900g is a steady value frozen choice designed for family film nights with straightforward prep priced at £11.22,Frozen Food,1122
Nakd Cocoa Delight Bars 4 pack,Nakd Cocoa Delight Bars 4 pack is a balanced profile snack item good for weekend sharing with clear usage expectations valued at £7.35,Treats & Snacks,735
Kendamil Organic Follow On Milk 800g,Kendamil Organic Follow On Milk 800g is a reliable format baby and toddler product ideal for daily little one care with good value balance marked at £14.90,Baby & Toddler,1490
Simple Kind to Skin Face Wash 150ml,Simple Kind to Skin Face Wash 150ml is a easy repeat buy personal care product well suited to weekend reset with easy shelf or fridge placement listed at £3.85,Health & Beauty,385
Whiskas 1 Plus Dry Cat Food Chicken 1.9kg,Whiskas 1 Plus Dry Cat Food Chicken 1.9kg is a steady value pet care line a strong pick for treat rewards with repeat buy reliability running at £11.29,Pets,1129
Andrex Gentle Clean Toilet Roll 9 pack,Andrex Gentle Clean Toilet Roll 9 pack is a balanced profile household cleaner or utility item commonly used in daily tidy ups with steady everyday performance currently at £2.42,Household & Cleaning,242
Barilla Penne Rigate 500g,Barilla Penne Rigate 500g is a trusted quality pantry line commonly used in meal planning with familiar shopper confidence ticketed at £4.47,Groceries & Essentials,447
ASDA Mixed Peppers 3 pack,ASDA Mixed Peppers 3 pack is a dependable household fit fresh selection built around quick kitchen prep with useful household fit priced at £4.64,Fresh Food,464
Sainsburys Bakery Wholemeal Loaf 800g,Sainsburys Bakery Wholemeal Loaf 800g is a consistent results bakery option a practical choice for toast mornings with a practical pack size valued at £1.96,Bakery,196
Youngs Fish Fingers 10 pack,Youngs Fish Fingers 10 pack is a well matched portioning frozen choice especially handy for last minute suppers with dependable storage life marked at £9.46,Frozen Food,946
Doritos Chilli Heatwave 180g,Doritos Chilli Heatwave 180g is a trusted quality snack item often selected for party bowls with simple home handling listed at £2.56,Treats & Snacks,256
Organix Banana Puffcorn 20g,Organix Banana Puffcorn 20g is a dependable household fit baby and toddler product reliable across bedtime routines with consistent in home results running at £6.80,Baby & Toddler,680
Batiste Original Dry Shampoo 200ml,Batiste Original Dry Shampoo 200ml is a consistent results personal care product easy to use in home hygiene routines with familiar shopper confidence currently at £3.89,Health & Beauty,389
Whiskas Kitten Poultry Selection 12 pack,Whiskas Kitten Poultry Selection 12 pack is a well matched portioning pet care line designed for fussy eater support with useful household fit offered at £18.27,Pets,1827
Daz Whites and Colours Powder 1.8kg,Daz Whites and Colours Powder 1.8kg is a trusted quality household cleaner or utility item good for kitchen clean downs with a practical pack size at £15.89,Household & Cleaning,1589
Barilla Spaghetti 500g,Barilla Spaghetti 500g is a smart store cupboard choice pantry line good for family meals with repeat buy reliability valued at £1.14,Groceries & Essentials,114
Co-op Baby Spinach 200g,Co-op Baby Spinach 200g is a solid family option fresh selection ideal for fresh snacking with steady everyday performance marked at £6.75,Fresh Food,675
St Pierre Brioche Burger Buns 6 pack,St Pierre Brioche Burger Buns 6 pack is a good kitchen performance bakery option well suited to grab and go bites with straightforward prep listed at £4.17,Bakery,417
McCain Waffle Fries 650g,McCain Waffle Fries 650g is a practical everyday use frozen choice a strong pick for quick comfort food with clear usage expectations running at £4.83,Frozen Food,483
OREO Original Cookies 154g,OREO Original Cookies 154g is a smart store cupboard choice snack item commonly used in movie nights with good value balance currently at £7.96,Treats & Snacks,796
Sudocrem Nappy Rash Cream 125g,Sudocrem Nappy Rash Cream 125g is a solid family option baby and toddler product built around travel kits with easy shelf or fridge placement offered at £11.07,Baby & Toddler,1107
Tresemme Moisture Rich Conditioner 680ml,Tresemme Moisture Rich Conditioner 680ml is a good kitchen performance personal care product a practical choice for travel wash bag with repeat buy reliability at £13.77,Health & Beauty,1377
Purina ONE Adult Dog Food 2.5kg,Purina ONE Adult Dog Food 2.5kg is a practical everyday use pet care line especially handy for training sessions with steady everyday performance coming in at £17.04,Pets,1704
Scottex Original Toilet Roll 12 pack,Scottex Original Toilet Roll 12 pack is a smart store cupboard choice household cleaner or utility item often selected for routine housework with straightforward prep shown at £4.83,Household & Cleaning,483
Co-op Sunflower Oil 1L,Co-op Sunflower Oil 1L is a balanced profile pantry line often selected for lunch prep with useful household fit listed at £6.02,Groceries & Essentials,602
Morrisons Gala Apples 6 pack,Morrisons Gala Apples 6 pack is a reliable format fresh selection reliable across lunchbox planning with a practical pack size running at £1.23,Fresh Food,123
Tesco Bakery Chocolate Muffins 4 pack,Tesco Bakery Chocolate Muffins 4 pack is a easy repeat buy bakery option easy to use in burger nights with dependable storage life currently at £7.84,Bakery,784
Birds Eye Southern Fried Chicken 710g,Birds Eye Southern Fried Chicken 710g is a steady value frozen choice designed for portion controlled prep with simple home handling offered at £2.34,Frozen Food,234
Kettle Sea Salt Crisps 130g,Kettle Sea Salt Crisps 130g is a balanced profile snack item good for sweet and savoury breaks with consistent in home results at £6.45,Treats & Snacks,645
Ella Kitchen The Red One Smoothie 90g,Ella Kitchen The Red One Smoothie 90g is a reliable format baby and toddler product ideal for nappy changes with familiar shopper confidence coming in at £13.20,Baby & Toddler,1320
Carex Original Hand Wash 500ml,Carex Original Hand Wash 500ml is a easy repeat buy personal care product well suited to before work prep with useful household fit shown at £14.17,Health & Beauty,1417
Pedigree Dentastix Medium Dog 28 pack,Pedigree Dentastix Medium Dog 28 pack is a steady value pet care line a strong pick for active pet days with a practical pack size set at £7.91,Pets,791
